GID,SIFRA_KO,BROJ,POVRSINA
"698","316580",409/2,905.000000000000000
"699","316580","717",734.000000000000000
"700","316580","711",728.000000000000000
"701","316580","1178",325.000000000000000
"702","316580",599/3,47.000000000000000
"703","316580",383/4,611.000000000000000
"704","316580",383/1,597.000000000000000
"705","316580","384",39.000000000000000
"706","316580",381/1,723.000000000000000
"707","316580",383/5,155.000000000000000
"708","316580",387/2,27.000000000000000
"709","316580",387/3,116.000000000000000
"710","316580",587/5,370.000000000000000
"711","316580",379/2,2064.000000000000000
"712","316580",381/2,753.000000000000000
"713","316580",573/1,23500.000000000000000
"714","316580","578",339.000000000000000
"715","316580",573/10,16.000000000000000
"716","316580",573/3,14.000000000000000
"717","316580",573/4,17.000000000000000
"718","316580",573/5,14.000000000000000
"719","316580",1180/2,51.000000000000000
"720","316580",623/2,21.000000000000000
"721","316580",569/1,3805.000000000000000
"722","316580","1010",4822.000000000000000
"723","316580",812/1,3465.000000000000000
"724","316580","811",246.000000000000000
"725","316580","722",2350.000000000000000
"726","316580","721",736.000000000000000
"727","316580","1008",1955.000000000000000
"728","316580",866/5,118.000000000000000
"729","316580",866/8,310.000000000000000
"730","316580","725",254.000000000000000
"731","316580",735/1,11007.000000000000000
"732","316580","730",254.000000000000000
"733","316580","822",3003.000000000000000
"734","316580","828",1233.000000000000000
"735","316580","819",2179.000000000000000
"736","316580","820",1104.000000000000000
"737","316580","817",713.000000000000000
"738","316580",599/2,8150.000000000000000
"739","316580",609/7,14.000000000000000
"740","316580",609/3,14.000000000000000
"741","316580",608/5,1092.000000000000000
"742","316580",608/8,102.000000000000000
"743","316580",613/1,14195.000000000000000
"744","316580","614",325.000000000000000
"745","316580","621",189.000000000000000
"746","316580",623/3,114.000000000000000
"747","316580","687",367.000000000000000
"748","316580","688",962.000000000000000
"749","316580","637",1257.000000000000000
"750","316580","671",1190.000000000000000
"751","316580","634",2040.000000000000000
"752","316580",633/1,2017.000000000000000
"753","316580",633/4,2729.000000000000000
"754","316580",624/4,898.000000000000000
"755","316580",624/3,219.000000000000000
"756","316580","647",426.000000000000000
"757","316580",832/1,3234.000000000000000
"758","316580","836",21067.000000000000000
"759","316580","856",2463.000000000000000
"760","316580",832/2,449.000000000000000
"761","316580","860",852.000000000000000
"762","316580",861/2,549.000000000000000
"763","316580",375/1,2353.000000000000000
"764","316580",380/1,604.000000000000000
"765","316580",380/2,1173.000000000000000
"766","316580",587/1,17803.000000000000000
"767","316580",597/2,302.000000000000000
"768","316580",573/2,431.000000000000000
"769","316580",584/1,2776.000000000000000
"770","316580","646",1343.000000000000000
"771","316580","661",726.000000000000000
"772","316580",624/1,4467.000000000000000
"773","316580",633/3,290.000000000000000
"774","316580","677",263.000000000000000
"775","316580",1162/2,840.000000000000000
"776","316580","686",948.000000000000000
"777","316580",624/2,1151.000000000000000
"778","316580",635/1,548.000000000000000
"779","316580",636/2,890.000000000000000
"780","316580","675",250.000000000000000
"781","316580","685",373.000000000000000
"782","316580","674",251.000000000000000
"783","316580","684",406.000000000000000
"784","316580",599/14,57.000000000000000
"785","316580",599/1,1492.000000000000000
"786","316580","683",380.000000000000000
"787","316580","682",280.000000000000000
"788","316580",371/3,880.000000000000000
"789","316580","604",696.000000000000000
"790","316580","605",176.000000000000000
"791","316580","607",310.000000000000000
"792","316580","673",256.000000000000000
"793","316580",372/1,412.000000000000000
"794","316580",372/2,2006.000000000000000
"795","316580","626",168.000000000000000
"796","316580","672",247.000000000000000
"797","316580","606",511.000000000000000
"798","316580",371/5,472.000000000000000
"799","316580",371/2,1592.000000000000000
"800","316580",597/1,743.000000000000000
"801","316580",597/3,132.000000000000000
"802","316580",599/13,480.000000000000000
"803","316580","679",255.000000000000000
"804","316580","643",246.000000000000000
"805","316580","644",251.000000000000000
"806","316580","658",2929.000000000000000
"807","316580","659",286.000000000000000
"808","316580",635/2,1504.000000000000000
"809","316580",636/1,567.000000000000000
"810","316580","598",330.000000000000000
"811","316580",587/2,397.000000000000000
"812","316580","676",247.000000000000000
"813","316580",738/4,2929.000000000000000
"814","316580","690",3752.000000000000000
"815","316580","691",252.000000000000000
"816","316580","734",255.000000000000000
"817","316580","705",735.000000000000000
"818","316580","318",4142.000000000000000
"819","316580","316",3022.000000000000000
"820","316580","726",251.000000000000000
"821","316580","830",522.000000000000000
"822","316580","719",424.000000000000000
"823","316580","720",729.000000000000000
"824","316580","729",247.000000000000000
"825","316580",718/1,2168.000000000000000
"826","316580",855/1,3418.000000000000000
"827","316580","727",257.000000000000000
"828","316580",735/2,458.000000000000000
"829","316580","1190",1351.000000000000000
"830","316580","859",309.000000000000000
"831","316580",718/23,18.000000000000000
"832","316580",718/7,17.000000000000000
"833","316580","697",253.000000000000000
"834","316580","728",259.000000000000000
"835","316580","642",172.000000000000000
"836","316580",866/2,166.000000000000000
"837","316580","640",268.000000000000000
"838","316580","678",256.000000000000000
"839","316580","681",6513.000000000000000
"840","316580","639",255.000000000000000
"841","316580","645",250.000000000000000
"842","316580",630/10,436.000000000000000
"843","316580",630/6,521.000000000000000
"844","316580",376/1,8497.000000000000000
"845","316580",608/6,911.000000000000000
"846","316580",609/1,296.000000000000000
"847","316580",609/2,1251.000000000000000
"848","316580",608/1,6849.000000000000000
"849","316580",609/6,35.000000000000000
"850","316580",623/1,698.000000000000000
"851","316580",622/1,225.000000000000000
"852","316580",622/2,315.000000000000000
"853","316580",1180/3,23.000000000000000
"854","316580",609/5,17.000000000000000
"855","316580",609/4,14.000000000000000
"856","316580",386/1,967.000000000000000
"857","316580","612",314.000000000000000
"858","316580",376/2,4081.000000000000000
"859","316580",388/2,110.000000000000000
"860","316580",388/1,839.000000000000000
"861","316580","585",5315.000000000000000
"862","316580","382",628.000000000000000
"863","316580",608/2,543.000000000000000
"864","316580",610/1,16.000000000000000
"865","316580",610/2,14.000000000000000
"866","316580",610/3,15.000000000000000
"867","316580",610/4,15.000000000000000
"868","316580",610/5,15.000000000000000
"869","316580",610/6,15.000000000000000
"870","316580",610/7,19.000000000000000
"871","316580",610/9,14.000000000000000
"872","316580",610/10,15.000000000000000
"873","316580",610/11,14.000000000000000
"874","316580",610/12,16.000000000000000
"875","316580",610/13,15.000000000000000
"876","316580",281/30,1038.000000000000000
"877","316580",790/6,743.000000000000000
"878","316580",790/12,533.000000000000000
"879","316580",790/1,1916.000000000000000
"880","316580",753/20,279.000000000000000
"881","316580",753/4,1022.000000000000000
"882","316580","752",905.000000000000000
"883","316580",750/1,18480.000000000000000
"884","316580",750/22,610.000000000000000
"885","316580",1163/1,1621.000000000000000
"886","316580",750/23,2308.000000000000000
"887","316580",751/2,636.000000000000000
"888","316580",735/3,18.000000000000000
"889","316580","787",2378.000000000000000
"890","316580",788/1,205.000000000000000
"891","316580",790/23,536.000000000000000
"892","316580",790/16,211.000000000000000
"893","316580",779/2,1847.000000000000000
"894","316580",788/4,64.000000000000000
"895","316580",790/18,5.000000000000000
"896","316580",790/22,18.000000000000000
"897","316580",770/2,657.000000000000000
"898","316580",769/3,663.000000000000000
"899","316580",776/2,662.000000000000000
"900","316580",776/4,624.000000000000000
"901","316580",790/10,578.000000000000000
"902","316580",790/15,844.000000000000000
"903","316580",789/3,152.000000000000000
"904","316580",789/2,601.000000000000000
"905","316580",769/2,1661.000000000000000
"906","316580",738/7,1402.000000000000000
"907","316580",779/1,3879.000000000000000
"908","316580","777",2330.000000000000000
"909","316580",790/14,1781.000000000000000
"910","316580","781",3084.000000000000000
"911","316580",770/1,2589.000000000000000
"912","316580","774",1961.000000000000000
"913","316580","775",2040.000000000000000
"914","316580","782",1534.000000000000000
"915","316580","783",1340.000000000000000
"916","316580",776/1,784.000000000000000
"917","316580","784",1095.000000000000000
"918","316580","785",725.000000000000000
"919","316580",773/1,3625.000000000000000
"920","316580",773/2,535.000000000000000
"921","316580",770/3,577.000000000000000
"922","316580",788/3,175.000000000000000
"923","316580",610/8,16.000000000000000
"924","316580","385",64.000000000000000
"925","316580",387/1,331.000000000000000
"926","316580",610/14,19.000000000000000
"927","316580",398/2,866.000000000000000
"928","316580",380/3,614.000000000000000
"929","316580",400/2,2238.000000000000000
"930","316580",386/2,37.000000000000000
"931","316580",400/1,4704.000000000000000
"932","316580",383/2,132.000000000000000
"933","316580",383/3,45.000000000000000
"934","316580",387/4,64.000000000000000
"935","316580",387/5,251.000000000000000
"936","316580",390/1,780.000000000000000
"937","316580",398/1,3083.000000000000000
"938","316580","391",1179.000000000000000
"939","316580","392",1135.000000000000000
"940","316580","393",282.000000000000000
"941","316580","389",143.000000000000000
"942","316580","394",1203.000000000000000
"943","316580","395",308.000000000000000
"944","316580","396",1364.000000000000000
"945","316580","586",720.000000000000000
"946","316580","397",193.000000000000000
"947","316580","399",4697.000000000000000
"948","316580",584/2,302.000000000000000
"949","316580",573/8,77.000000000000000
"950","316580","1187",3133.000000000000000
"951","316580",573/15,36.000000000000000
"952","316580",573/13,63.000000000000000
"953","316580","559",4866.000000000000000
"992","316580",753/12,819.000000000000000
"993","316580",750/37,680.000000000000000
"994","316580",750/14,455.000000000000000
"995","316580",749/4,243.000000000000000
"996","316580",753/10,85.000000000000000
"997","316580",753/1,777.000000000000000
"998","316580",750/36,31.000000000000000
"999","316580",753/6,441.000000000000000
"1000","316580",281/18,482.000000000000000
"1001","316580",750/28,517.000000000000000
"1002","316580",753/13,623.000000000000000
"1003","316580",753/9,252.000000000000000
"1004","316580",753/19,25.000000000000000
"1005","316580",753/5,153.000000000000000
"1006","316580",753/14,56.000000000000000
"1007","316580",750/7,635.000000000000000
"1008","316580",750/18,168.000000000000000
"1009","316580",750/30,277.000000000000000
"1010","316580",750/3,2012.000000000000000
"1011","316580",750/13,85.000000000000000
"1012","316580",750/38,1724.000000000000000
"1013","316580",750/29,667.000000000000000
"1014","316580",750/39,250.000000000000000
"1015","316580",750/12,114.000000000000000
"1016","316580","748",9388.000000000000000
"1017","316580",750/27,550.000000000000000
"1018","316580",756/2,664.000000000000000
"1019","316580",795/2,436.000000000000000
"1020","316580",753/11,532.000000000000000
"1021","316580",753/15,201.000000000000000
"1022","316580",790/3,689.000000000000000
"1023","316580","1164",1999.000000000000000
"1024","316580",755/5,555.000000000000000
"1025","316580",1191/2,438.000000000000000
"1026","316580",749/1,1119.000000000000000
"1027","316580",749/2,2017.000000000000000
"1028","316580",750/17,703.000000000000000
"1029","316580",750/19,492.000000000000000
"1030","316580",750/4,479.000000000000000
"1031","316580",753/16,220.000000000000000
"1032","316580",749/3,886.000000000000000
"1033","316580",281/26,531.000000000000000
"1034","316580",281/27,517.000000000000000
"1035","316580",772/5,1220.000000000000000
"1036","316580",770/4,589.000000000000000
"1037","316580",770/5,766.000000000000000
"1038","316580",772/4,548.000000000000000
"1039","316580",771/1,1731.000000000000000
"1040","316580",769/1,765.000000000000000
"1041","316580",767/1,686.000000000000000
"1042","316580",769/6,774.000000000000000
"1043","316580",772/3,535.000000000000000
"1044","316580",776/3,697.000000000000000
"1045","316580",789/1,2571.000000000000000
"1046","316580",772/2,636.000000000000000
"1047","316580",767/2,597.000000000000000
"1048","316580",771/3,99.000000000000000
"1049","316580",771/2,130.000000000000000
"1050","316580",790/13,2092.000000000000000
"1051","316580",754/7,752.000000000000000
"1052","316580",790/8,586.000000000000000
"1053","316580",772/1,697.000000000000000
"1054","316580",790/11,663.000000000000000
"1055","316580","768",598.000000000000000
"1056","316580",754/11,791.000000000000000
"1057","316580",790/17,471.000000000000000
"1058","316580",790/9,583.000000000000000
"1059","316580","1167",22922.000000000000000
"1060","316580","793",3112.000000000000000
"1061","316580","1192",797.000000000000000
"1062","316580",797/1,12647.000000000000000
"1063","316580",796/2,330.000000000000000
"1064","316580",1163/2,398.000000000000000
"1065","316580",755/1,959.000000000000000
"1066","316580",754/1,1172.000000000000000
"1067","316580",756/5,593.000000000000000
"1068","316580",755/3,887.000000000000000
"1069","316580",754/8,642.000000000000000
"1070","316580",754/2,1231.000000000000000
"1071","316580",754/6,733.000000000000000
"1072","316580",755/4,745.000000000000000
"1073","316580","794",1191.000000000000000
"1074","316580",754/4,701.000000000000000
"1075","316580",750/20,124.000000000000000
"1076","316580",750/21,618.000000000000000
"1077","316580",751/3,185.000000000000000
"1078","316580","804",9291.000000000000000
"1079","316580",751/1,5890.000000000000000
"1080","316580","746",1749.000000000000000
"1081","316580","807",4934.000000000000000
"1082","316580",750/8,5484.000000000000000
"1083","316580",741/1,2347.000000000000000
"1084","316580",750/5,13.000000000000000
"1085","316580",735/5,19.000000000000000
"1086","316580",735/4,18.000000000000000
"1087","316580","821",210.000000000000000
"1088","316580",812/5,69.000000000000000
"1089","316580",812/3,23.000000000000000
"1090","316580",738/6,286.000000000000000
"1091","316580",750/6,758.000000000000000
"1092","316580","808",255.000000000000000
"1093","316580","736",3359.000000000000000
"1094","316580",735/6,19.000000000000000
"1095","316580",750/2,195.000000000000000
"1096","316580","732",250.000000000000000
"1097","316580",812/2,19.000000000000000
"1098","316580",750/41,136.000000000000000
"1099","316580",813/1,400.000000000000000
"1100","316580","815",56.000000000000000
"1101","316580","809",257.000000000000000
"1102","316580","724",249.000000000000000
"1103","316580",814/2,119.000000000000000
"1104","316580","1117",8865.000000000000000
"1105","316580","1111",20683.000000000000000
"1106","316580","1150",951.000000000000000
"1107","316580","1075",822.000000000000000
"1108","316580",1086/1,2103.000000000000000
"1109","316580",949/1,797.000000000000000
"1110","316580","942",755.000000000000000
"1111","316580",949/3,30.000000000000000
"1112","316580",947/1,1906.000000000000000
"1113","316580",946/2,51.000000000000000
"1114","316580",946/1,1219.000000000000000
"1115","316580",947/3,1352.000000000000000
"1116","316580","943",308.000000000000000
"1117","316580",971/1,44620.000000000000000
"1118","316580","960",322.000000000000000
"1119","316580","1003",602.000000000000000
"1120","316580",980/1,5504.000000000000000
"1121","316580",1000/4,124.000000000000000
"1122","316580","989",995.000000000000000
"1123","316580","731",252.000000000000000
"1124","316580",816/1,550.000000000000000
"1125","316580",813/2,286.000000000000000
"1126","316580",814/1,203.000000000000000
"1127","316580","810",252.000000000000000
"1128","316580","733",250.000000000000000
"1129","316580",780/1,969.000000000000000
"1130","316580",754/10,78.000000000000000
"1131","316580",754/9,427.000000000000000
"1132","316580",750/11,2118.000000000000000
"1133","316580",766/9,562.000000000000000
"1134","316580",281/20,639.000000000000000
"1135","316580",750/40,168.000000000000000
"1136","316580","805",8747.000000000000000
"1137","316580",738/9,137.000000000000000
"1138","316580",816/2,191.000000000000000
"1139","316580",281/25,539.000000000000000
"1140","316580",281/22,597.000000000000000
"1141","316580",738/3,272.000000000000000
"1142","316580","1127",7004.000000000000000
"1143","316580","1193",1079.000000000000000
"1144","316580",738/1,274.000000000000000
"1145","316580",1154/2,1256.000000000000000
"1146","316580",1154/3,1208.000000000000000
"1147","316580",1154/4,1275.000000000000000
"1148","316580",1194/1,184.000000000000000
"1149","316580","1196",3108.000000000000000
"1150","316580",1155/3,2990.000000000000000
"1151","316580",1155/4,2940.000000000000000
"1152","316580",1155/2,2901.000000000000000
"1153","316580","850",5312.000000000000000
"1154","316580","845",8569.000000000000000
"1155","316580","849",328.000000000000000
"1156","316580","840",728.000000000000000
"1157","316580","1123",10812.000000000000000
"1158","316580","1129",9.000000000000000
"1159","316580","1116",1504.000000000000000
"1160","316580","1149",48223.000000000000000
"1161","316580",846/2,5.000000000000000
"1162","316580","844",6453.000000000000000
"1163","316580",846/1,8297.000000000000000
"1164","316580",853/1,5133.000000000000000
"1165","316580",630/11,62.000000000000000
"1166","316580","1168",6324.000000000000000
"1167","316580","1001",868.000000000000000
"1168","316580",917/2,117.000000000000000
"1169","316580","890",563.000000000000000
"1170","316580",930/1,1839.000000000000000
"1171","316580","1026",3516.000000000000000
"1172","316580","1027",1359.000000000000000
"1173","316580",1014/3,4035.000000000000000
"1174","316580",1014/5,17.000000000000000
"1175","316580","1015",514.000000000000000
"1176","316580",981/1,463.000000000000000
"1177","316580","993",553.000000000000000
"1178","316580","994",620.000000000000000
"1179","316580",1053/1,1018.000000000000000
"1180","316580",1053/4,315.000000000000000
"1181","316580",1051/2,1155.000000000000000
"1182","316580",1051/1,2244.000000000000000
"1183","316580","1006",2053.000000000000000
"1184","316580",1046/3,1163.000000000000000
"1185","316580",1045/2,1137.000000000000000
"1186","316580",1046/1,629.000000000000000
"1187","316580",1046/2,747.000000000000000
"1188","316580",1053/2,705.000000000000000
"1189","316580","1048",88.000000000000000
"1190","316580","1047",1095.000000000000000
"1191","316580","990",426.000000000000000
"1192","316580",986/1,593.000000000000000
"1193","316580",987/1,131.000000000000000
"1194","316580","984",455.000000000000000
"1195","316580",986/2,239.000000000000000
"1196","316580","988",2012.000000000000000
"1197","316580","992",110.000000000000000
"1198","316580","982",1607.000000000000000
"1199","316580","1052",343.000000000000000
"1200","316580",987/2,382.000000000000000
"1201","316580","1031",13218.000000000000000
"1202","316580","1036",6783.000000000000000
"1203","316580","1039",5215.000000000000000
"1204","316580","1038",5510.000000000000000
"1205","316580","1028",3099.000000000000000
"1206","316580","1025",2564.000000000000000
"1207","316580","1029",640.000000000000000
"1208","316580","1024",2128.000000000000000
"1209","316580",981/2,820.000000000000000
"1210","316580",1046/4,207.000000000000000
"1211","316580",135/4,580.000000000000000
"1212","316580",148/2,322.000000000000000
"1213","316580","1043",4903.000000000000000
"1214","316580",1044/1,3300.000000000000000
"1215","316580",1014/2,984.000000000000000
"1216","316580",1044/2,190.000000000000000
"1217","316580","1042",1538.000000000000000
"1218","316580","1049",365.000000000000000
"1219","316580","1041",3188.000000000000000
"1220","316580",1040/1,3440.000000000000000
"1221","316580","1034",16905.000000000000000
"1222","316580",1040/2,961.000000000000000
"1223","316580","1033",660.000000000000000
"1224","316580","1056",500.000000000000000
"1225","316580","1057",652.000000000000000
"1226","316580",940/11,69.000000000000000
"1227","316580",940/2,1422.000000000000000
"1228","316580",940/10,245.000000000000000
"1229","316580",940/9,24.000000000000000
"1230","316580",940/8,158.000000000000000
"1231","316580","631",992.000000000000000
"1232","316580",630/8,662.000000000000000
"1233","316580",866/13,99.000000000000000
"1234","316580",866/14,56.000000000000000
"1235","316580",883/6,2822.000000000000000
"1236","316580",883/2,484.000000000000000
"1237","316580",881/5,1087.000000000000000
"1238","316580",881/7,645.000000000000000
"1239","316580",881/1,2138.000000000000000
"1240","316580",881/6,416.000000000000000
"1241","316580",881/4,898.000000000000000
"1242","316580",883/12,142.000000000000000
"1243","316580","876",398.000000000000000
"1244","316580",883/15,16.000000000000000
"1245","316580",883/18,595.000000000000000
"1246","316580",883/16,285.000000000000000
"1247","316580",883/27,147.000000000000000
"1248","316580","886",838.000000000000000
"1249","316580",883/22,464.000000000000000
"1250","316580","1065",855.000000000000000
"1251","316580","1062",1067.000000000000000
"1252","316580","1060",620.000000000000000
"1253","316580","1064",419.000000000000000
"1254","316580",1069/4,1190.000000000000000
"1255","316580","1059",5102.000000000000000
"1256","316580","888",428.000000000000000
"1257","316580","899",748.000000000000000
"1258","316580","903",95.000000000000000
"1259","316580","907",100.000000000000000
"1260","316580","887",10388.000000000000000
"1261","316580","893",773.000000000000000
"1262","316580","921",812.000000000000000
"1263","316580",917/3,118.000000000000000
"1264","316580",1174/1,121.000000000000000
"1265","316580",157/1,1077.000000000000000
"1266","316580",1173/3,104.000000000000000
"1267","316580",182/3,296.000000000000000
"1268","316580",182/2,1165.000000000000000
"1269","316580","48",401.000000000000000
"1270","316580","51",1506.000000000000000
"1271","316580","1809",734.000000000000000
"1272","316580","1775",1004.000000000000000
"1273","316580","1774",8572.000000000000000
"1274","316580",1767/3,23.000000000000000
"1275","316580",1766/1,772.000000000000000
"1276","316580",1767/2,82.000000000000000
"1277","316580",1776/1,176.000000000000000
"1278","316580",1773/8,276.000000000000000
"1279","316580",1773/9,659.000000000000000
"1280","316580",1773/10,748.000000000000000
"1281","316580","1772",3737.000000000000000
"1282","316580",1767/1,884.000000000000000
"1283","316580",1768/2,268.000000000000000
"1284","316580",2123/3,922.000000000000000
"1285","316580",1771/9,53.000000000000000
"1286","316580",1771/7,609.000000000000000
"1287","316580",1771/6,218.000000000000000
"1288","316580","1568",3444.000000000000000
"1289","316580",1619/1,160.000000000000000
"1290","316580",1620/1,1029.000000000000000
"1291","316580","1637",7888.000000000000000
"1292","316580",1634/2,1539.000000000000000
"1293","316580",1634/3,71.000000000000000
"1294","316580","1630",980.000000000000000
"1295","316580","1629",861.000000000000000
"1296","316580",1623/1,184.000000000000000
"1297","316580",31/21,7212.000000000000000
"1298","316580",32/3,3646.000000000000000
"1299","316580",31/8,7565.000000000000000
"1300","316580",32/12,736.000000000000000
"1301","316580","34",7158.000000000000000
"1302","316580",32/6,2170.000000000000000
"1303","316580",32/10,31.000000000000000
"1304","316580",31/6,3580.000000000000000
"1305","316580",186/6,3276.000000000000000
"1306","316580",31/12,5066.000000000000000
"1307","316580",31/15,456.000000000000000
"1308","316580",31/25,617.000000000000000
"1309","316580",31/9,1593.000000000000000
"1310","316580",31/5,3744.000000000000000
"1311","316580",31/7,1913.000000000000000
"1312","316580",31/18,395.000000000000000
"1313","316580",1173/1,282.000000000000000
"1314","316580",5/7,803.000000000000000
"1315","316580",5/12,177.000000000000000
"1316","316580",5/6,815.000000000000000
"1317","316580",5/11,156.000000000000000
"1318","316580",29/18,133.000000000000000
"1319","316580",29/17,80.000000000000000
"1320","316580",29/14,82.000000000000000
"1321","316580",29/13,25.000000000000000
"1322","316580",29/15,94.000000000000000
"1323","316580",29/16,16.000000000000000
"1324","316580","25",300.000000000000000
"1325","316580","1571",4853.000000000000000
"1326","316580",1575/2,160.000000000000000
"1327","316580",1575/1,687.000000000000000
"1328","316580",1577/3,802.000000000000000
"1329","316580",1577/2,917.000000000000000
"1330","316580","1607",694.000000000000000
"1331","316580",1577/5,234.000000000000000
"1332","316580","1605",1052.000000000000000
"1333","316580",1610/1,6822.000000000000000
"1334","316580",1580/10,685.000000000000000
"1335","316580",1580/9,731.000000000000000
"1336","316580",1580/5,625.000000000000000
"1337","316580",1580/4,554.000000000000000
"1338","316580",1580/3,924.000000000000000
"1339","316580",1580/2,825.000000000000000
"1340","316580",1587/1,722.000000000000000
"1341","316580",1585/1,524.000000000000000
"1342","316580",1771/5,510.000000000000000
"1343","316580",2123/2,40.000000000000000
"1344","316580",2123/1,1334.000000000000000
"1345","316580",1576/4,59.000000000000000
"1346","316580",1771/3,578.000000000000000
"1347","316580",1771/2,538.000000000000000
"1348","316580",1776/5,272.000000000000000
"1349","316580",1776/4,874.000000000000000
"1350","316580",1776/6,974.000000000000000
"1351","316580",1588/1,179.000000000000000
"1352","316580",1612/2,1116.000000000000000
"1353","316580",1612/1,5479.000000000000000
"1354","316580",1612/3,2656.000000000000000
"1355","316580","1611",2267.000000000000000
"1356","316580",1577/1,8374.000000000000000
"1357","316580","1570",2642.000000000000000
"1358","316580","1569",3029.000000000000000
"1359","316580",1617/1,979.000000000000000
"1360","316580","1618",808.000000000000000
"1361","316580",1619/2,248.000000000000000
"1362","316580",1620/2,100.000000000000000
"1363","316580",1626/2,267.000000000000000
"1364","316580","1627",630.000000000000000
"1365","316580","1615",638.000000000000000
"1366","316580","1616",1368.000000000000000
"1367","316580",1617/2,66.000000000000000
"1368","316580",1617/3,888.000000000000000
"1369","316580","1868",4360.000000000000000
"1370","316580",1530/2,8722.000000000000000
"1371","316580",1530/3,9955.000000000000000
"1372","316580",1530/1,8628.000000000000000
"1373","316580",32/14,6061.000000000000000
"1374","316580","38",879.000000000000000
"1375","316580","39",4482.000000000000000
"1376","316580",180/2,1328.000000000000000
"1377","316580",186/9,385.000000000000000
"1378","316580",186/7,485.000000000000000
"1379","316580","169",1501.000000000000000
"1380","316580","172",632.000000000000000
"1381","316580",3/5,11.000000000000000
"1382","316580",3/3,27.000000000000000
"1383","316580",3/1,1111.000000000000000
"1384","316580",3/2,54.000000000000000
"1385","316580","1905",1088.000000000000000
"1386","316580","1906",8070.000000000000000
"1387","316580",1908/1,646.000000000000000
"1388","316580","1907",776.000000000000000
"1389","316580","1909",867.000000000000000
"1390","316580",1965/1,391.000000000000000
"1391","316580",1965/2,141.000000000000000
"1392","316580","1964",1439.000000000000000
"1393","316580",213/2,323.000000000000000
"1394","316580",212/23,394.000000000000000
"1395","316580",212/22,370.000000000000000
"1396","316580",212/31,18.000000000000000
"1397","316580",212/28,18.000000000000000
"1398","316580",212/8,18.000000000000000
"1399","316580",212/35,19.000000000000000
"1400","316580",212/36,19.000000000000000
"1401","316580",212/32,18.000000000000000
"1402","316580",212/33,19.000000000000000
"1403","316580",212/34,19.000000000000000
"1404","316580",212/37,276.000000000000000
"1405","316580",212/11,305.000000000000000
"1406","316580",214/2,109.000000000000000
"1407","316580",214/1,1922.000000000000000
"1408","316580","223",820.000000000000000
"1409","316580",222/2,1311.000000000000000
"1410","316580",222/1,984.000000000000000
"1411","316580","225",458.000000000000000
"1412","316580","224",692.000000000000000
"1413","316580",212/20,475.000000000000000
"1414","316580",212/19,441.000000000000000
"1415","316580",212/25,536.000000000000000
"1416","316580",212/24,2158.000000000000000
"1417","316580",1970/1,90.000000000000000
"1418","316580",1970/2,71.000000000000000
"1419","316580","1971",893.000000000000000
"1420","316580","1966",641.000000000000000
"1421","316580","1969",146.000000000000000
"1422","316580","1968",492.000000000000000
"1423","316580",212/29,18.000000000000000
"1424","316580",212/26,18.000000000000000
"1425","316580",212/30,18.000000000000000
"1426","316580",212/27,18.000000000000000
"1427","316580","24",248.000000000000000
"1428","316580",30/3,27.000000000000000
"1429","316580",30/4,8.000000000000000
"1430","316580",29/1,2445.000000000000000
"1431","316580",29/7,84.000000000000000
"1432","316580",29/4,5.000000000000000
"1433","316580",29/3,636.000000000000000
"1434","316580",30/2,413.000000000000000
"1435","316580",30/5,168.000000000000000
"1436","316580",20/2,576.000000000000000
"1437","316580",20/1,316.000000000000000
"1438","316580","23",260.000000000000000
"1439","316580","22",816.000000000000000
"1440","316580","15",414.000000000000000
"1441","316580","13",614.000000000000000
"1442","316580",29/6,68.000000000000000
"1443","316580",29/8,92.000000000000000
"1444","316580",1171/3,3980.000000000000000
"1445","316580","1165",10251.000000000000000
"1446","316580",1882/1,17834.000000000000000
"1447","316580",1882/2,8771.000000000000000
"1448","316580",1530/5,16327.000000000000000
"1449","316580","1828",256.000000000000000
"1450","316580","1829",216.000000000000000
"1451","316580","1816",365.000000000000000
"1452","316580","1817",342.000000000000000
"1453","316580","1876",1797.000000000000000
"1454","316580","1877",1349.000000000000000
"1455","316580","1873",566.000000000000000
"1456","316580","1872",652.000000000000000
"1457","316580","1869",2632.000000000000000
"1458","316580","1459",33485.000000000000000
"1459","316580",1594/8,71.000000000000000
"1460","316580",2124/1,3534.000000000000000
"1461","316580","1689",1185.000000000000000
"1462","316580",1695/3,8.000000000000000
"1463","316580","239",250.000000000000000
"1464","316580","257",37189.000000000000000
"1465","316580","245",924.000000000000000
"1466","316580","248",732.000000000000000
"1467","316580",766/5,686.000000000000000
"1468","316580",765/3,618.000000000000000
"1469","316580",274/1,355.000000000000000
"1470","316580",274/2,301.000000000000000
"1471","316580",269/1,338.000000000000000
"1472","316580",269/2,337.000000000000000
"1473","316580","216",127.000000000000000
"1474","316580",215/2,108.000000000000000
"1475","316580","217",369.000000000000000
"1476","316580",212/14,242.000000000000000
"1477","316580",212/13,369.000000000000000
"1478","316580",210/2,28.000000000000000
"1479","316580",211/2,1196.000000000000000
"1480","316580",278/11,252.000000000000000
"1481","316580",278/1,5329.000000000000000
"1482","316580",259/8,965.000000000000000
"1483","316580",259/9,373.000000000000000
"1484","316580",259/15,328.000000000000000
"1485","316580",259/14,329.000000000000000
"1486","316580",259/2,944.000000000000000
"1487","316580",259/13,886.000000000000000
"1488","316580",757/2,117.000000000000000
